"country","article_name","revision_id","article_quality","population"
"Uruguay","Víctor Rossi",774329922,"Stub",3562000
"Finland","Carl-Olaf Homén",774333381,"Stub",5476031
"Kenya","Eugene Wamalwa",774333714,"Start",44306000
"Kenya","Kingwa Kamencu",774335418,"Start",44306000
"Papua New Guinea","Peter Tsiamalili",774337165,"GA",7744600
"Canada","Sonya Biddle",774339307,"C",35833000
"Nepal","Leela Mani Paudyal",774339480,"Start",28039000
"Somalia","Khadra Bashir Ali",774340315,"Stub",11123000
"Kenya","Mutahi Kagwe",774341242,"Start",44306000
"Somalia","Lugman Ismail Ali",774342479,"Stub",11123000
"Somalia","Abdiweli Ibrahim Ali Sheikh Muudey",774346785,"Stub",11123000
"Kenya","Robert Pukose",774350502,"Stub",44306000
"Singapore","Benjamin Pwee",774354539,"Start",5541121
"Australia","Charles Smith (Victorian politician)",774354824,"Stub",23888000
"Netherlands","Fatma Koşer Kaya",774355833,"Stub",16942373
"Netherlands","Reinette Klever",774357823,"Stub",16942373
"Netherlands","Henk van Gerven",774360054,"Stub",16942373
"Netherlands","Sharon Gesthuizen",774360308,"Start",16942373
"Netherlands","Arnold Merkies",774360597,"Stub",16942373
"Netherlands","Tjitske Siderius",774361334,"Start",16942373
"Netherlands","Eric Smaling",774362127,"Stub",16942373
"Somalia","Duale Adan Mohamed",774363501,"C",11123000
"Netherlands","Peter van Dijk",774365757,"Stub",16942373
"Netherlands","Martin van Beek",774365829,"Stub",16942373
"Armenia","Emil Gabrielian",774377069,"Start",3017106
"Nigeria","Ishaya Mark Aku",774378994,"Start",181839400
"Somalia","Abdirahman Abdi Osman",774380306,"Stub",11123000
"United Kingdom","Benjamin Roberts (governor)",774383097,"Stub",65092000
"United Kingdom","John Smith (Deputy Governor of Anguilla)",774383109,"Stub",65092000
"Argentina","Alberto Baldrich",774384193,"Stub",42426000
"United States","La Follette family",774389738,"Start",321234172
"Australia","Bill McGrath",774396246,"Start",23888000
"New Zealand","Stephnie de Ruyter",774396298,"Start",4598066
"New Zealand","Donna Awatere Huata",774402932,"C",4598066
"New Zealand","Joe Hawke",774403264,"Start",4598066
"Cape Verde","Janira Hopffer Almada",774403520,"Start",514000
"Poland","Krzysztof Kononowicz",774408681,"Start",38478001
"Somalia","Mohamed Omar Arte",774417124,"Start",11123000
"China","Wu Yuanheng",774422853,"C",1371920000
"Somalia","Mohamed Abdullahi Hassan Noah",774423427,"Stub",11123000
"Tonga","Sione Sangster Saulala",774427111,"Start",103300
"Vietnam","Trần Cao",774434922,"Start",91714080
"United Kingdom","Abraham Pinter",774440255,"Stub",65092000
"Cyprus","Kyrillos III of Cyprus",774453037,"Stub",1153000
"Australia","Bill Flynn (politician)",774453397,"Start",23888000
"Australia","Elisa Roberts",774454530,"Stub",23888000
"Australia","Paddy Embry",774460921,"Stub",23888000
"Netherlands","Désirée Bonis",774462167,"Stub",16942373
"Netherlands","Lea Bouwmeester",774462380,"Stub",16942373
"Australia","John Fischer (politician)",774462493,"Start",23888000
"Netherlands","Yasemin Çegerek",774462994,"Start",16942373
"Netherlands","Sjoera Dikkers",774463632,"Stub",16942373
"Italy","Giacomo De Martino",774463701,"Stub",62466780
"Netherlands","Angelien Eijsink",774463893,"Start",16942373
"Netherlands","Sultan Günal-Gezer",774464532,"Stub",16942373
"Netherlands","Lutz Jacobi",774465406,"Stub",16942373
"Netherlands","Marit Maij",774466571,"Start",16942373
"Netherlands","Astrid Oosenbrug",774467267,"Stub",16942373
"Egypt","Abdel Hakim Amer",774467673,"C",89074000
"Netherlands","Roos Vermeij",774468517,"Stub",16942373
"Netherlands","Marith Volp",774468984,"Stub",16942373
"Netherlands","Loes Ypma",774470176,"Stub",16942373
"Nigeria","Ibrahim Gusau",774470803,"Stub",181839400
"Egypt","Ibrahim Munir Mustafa",774472166,"C",89074000
"Mongolia","Luvsangiin Erdenechuluun",774474496,"Stub",3029335
"Sweden","Knut Agathon Wallenberg",774479801,"Stub",9804792
"South Africa","Ian Neilson",774487346,"C",55041000
"Australia","Frank Hough",774489469,"Stub",23888000
"India","Santosh Meena",774491511,"Stub",1314097616
"Australia","Sam Cox (Australian politician)",774491632,"Stub",23888000
"Malaysia","Abang Haji Abdillah",774491819,"Start",30788840
"Australia","John Kingston",774492864,"Stub",23888000
"China","Yang Shen",774493248,"Start",1371920000
"Syria","Mohammad Jumah",774494242,"Stub",17065000
"Mexico","José Yves Limantour",774495127,"C",127017000
"Australia","David James (Australian politician)",774495559,"Stub",23888000
"Japan","Ichiro Hatta",774495601,"Stub",126866820
"Australia","William Jamieson (Australian politician)",774495675,"Stub",23888000
"Australia","Robert Nicholls",774496040,"Stub",23888000
"Taiwan","Shih Chih-ming",774497630,"Stub",23468000
"Colombia","Enrique Gil Botero",774498433,"Stub",48218000
"Australia","William Dumaresq",774498654,"Stub",23888000
"France","Fernand Tardy",774498677,"Stub",64346720
"Afghanistan","Anarkali Kaur Honaryar",774499188,"Stub",32247000
"Sweden","Oskar Öholm",774499293,"Stub",9804792
"Albania","Beqir Balluku",774502969,"C",2892000
"Germany","Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",774512928,"Start",81132000
"Mali","Ibrahima N'Diaye",774513868,"Stub",16749000
"United Kingdom","Samuel Whitbread (1764–1815)",774514200,"Start",65092000
"Nigeria","Idris Waziri",774519887,"Stub",181839400
"Djibouti","Idriss Arnaoud Ali",774519987,"Start",9e+05
"Bolivia","Armando Loaiza",774520183,"Stub",10475500
"Bolivia","Mariano Enrique Calvo",774520912,"Start",10475500
"Bolivia","José María Linares",774521164,"Start",10475500
"Bolivia","Tomás Frías Ametller",774521561,"Start",10475500
"Sweden","Axel Oxenstierna",774522117,"GA",9804792
"Bolivia","Enrique Finot",774523971,"Stub",10475500
"Bolivia","Wálter Guevara",774524946,"Start",10475500
"Uruguay","Pablo Mieres",774525702,"Stub",3562000
"Uruguay","José Pedro Varela",774525826,"Stub",3562000
"Peru","Rafael Roncagliolo",774526091,"Stub",31151643
"Brazil","Luiza Helena de Bairros",774526754,"Stub",204519398
"Iran","Haji Baba Sheikh",774531413,"Stub",78483446
"Serbia","István Pásztor (politician)",774531640,"Stub",7097190
"Serbia","Dragan Tomić",774531797,"Stub",7097190
"Iran","Mohammad Qasim Osmani",774532439,"Stub",78483446
"Russia","Aleksey Lebed",774544796,"Start",144302000
"Canada","Rick Folk",774554017,"Start",35833000
"Philippines","Daniel Fernando",774557013,"Start",102965300
"Sri Lanka","Viraj Mendis",774564930,"Stub",20868800
"Russia","Boris Gostev",774570488,"Stub",144302000
"Australia","Philip King (Australian politician)",774570833,"Start",23888000
"Australia","George Farquhar Leslie",774571040,"C",23888000
"Albania","Ilir Bano",774573300,"Stub",2892000
"Albania","Ilir Rusmali",774573397,"Stub",2892000
"Yemen","Abdul Latif Dayfallah",774581308,"Stub",26737000
"Israel","Juma Azbarga",774583901,"Stub",8375384
"Russia","Alexander Abaza",774584321,"Stub",144302000
"Russia","Ilya Yelizarov",774591059,"Stub",144302000
"Czech Republic","Vladimír Franz",774595725,"C",10551227
"Armenia","Felix Tsolakyan",774602762,"Stub",3017106
"Turkey","Mehmet Abbasoğlu",774608396,"Start",78215000
"Slovenia","Anja Bah Žibert",774615452,"Stub",2064000
"Mali","Template:MaliPrimeMinisters",774616871,"Stub",16749000
"Chile","Osvaldo Andrade",774624585,"Stub",18025000
"Poland","Adam Jarubas",774628024,"Stub",38478001
"Poland","Jacek Wilk",774628151,"Stub",38478001
"Australia","George Feltham Hopkins",774628332,"Start",23888000
"Pakistan","Jahanara Shahnawaz",774632738,"Start",199047300
"France","René Audran",774636785,"Stub",64346720
"New Zealand","Joseph Tole",774638709,"Start",4598066
"Australia","Henry Chesson",774648540,"Start",23888000
"Australia","William MacGillivray (politician)",774649332,"Start",23888000
"Australia","Herbert Dunn (politician)",774650264,"Start",23888000
"Australia","Edward Alfred Anstey",774650494,"Start",23888000
"Australia","Maurice Parish",774650898,"Start",23888000
"Australia","Beasley Kearney",774650936,"Start",23888000
"Australia","John O'Connor (Australian politician)",774650966,"Start",23888000
"Poland","Józef Szujski",774653681,"Start",38478001
"Nigeria","Stephen Oru",774657494,"Start",181839400
"Australia","John Ingleby (Australian politician)",774662794,"Start",23888000
"Australia","Thompson Green",774663668,"Start",23888000
"Australia","William Cole (Australian politician)",774663693,"Start",23888000
"Australia","Alexander McDonald (Australian politician)",774663761,"Stub",23888000
"Australia","William Miller (South Australian politician)",774663779,"Start",23888000
"Australia","John Pick (politician)",774664822,"Start",23888000
"Brazil","José Plácido de Castro",774669198,"B",204519398
"Brazil","Rosane Ferreira",774675690,"Start",204519398
"Australia","Arthur Marshall (politician)",774678532,"Start",23888000
"Congo, Dem. Rep. of","Pierre Lumbi Okongo",774679596,"Start",73340200
"Uganda","Katikkiro of Buganda",774683767,"Stub",40141000
"Uganda","Daudi Cwa II of Buganda",774683907,"Start",40141000
"Uganda","Ssuuna II of Buganda",774684052,"Start",40141000
"Uganda","Kamaanya of Buganda",774684080,"C",40141000
"Uganda","Semakookiro of Buganda",774684109,"Start",40141000
"Uganda","Jjunju of Buganda",774684124,"Start",40141000
"Uganda","Kato Kintu",774684195,"Start",40141000
"Uganda","Chwa I of Buganda",774684228,"Start",40141000
"Philippines","Mikey Arroyo",774690273,"Start",102965300
"Norway","Lisbet Rugtvedt",774706071,"Start",5194411
"Hungary","Count Gustav Kálnoky",774711350,"Start",9835030
"Australia","Allan Grice",774718892,"C",23888000
"Paraguay","Nicanor Duarte",774721000,"C",7020000
"Bangladesh","Syed Mohsin Ali",774723681,"Start",160411000
"Hungary","Tibor Farkas",774739248,"Start",9835030
"Japan","Mieno Eiko",774742615,"Stub",126866820
"Japan","Kozo Igarashi",774742666,"Stub",126866820
"Japan","Tatsuo Takahashi",774742838,"Stub",126866820
"Japan","Yasumasa Narasaki",774742887,"Stub",126866820
"Belgium","Steven Vandeput",774758212,"Stub",11211064
"Belgium","Jane Brigode",774764765,"Stub",11211064
"Macedonia","Stevčo Jakimovski",774773036,"Stub",2070100
"Iraq","Mohammed Al-Ghabban",774773079,"Start",37056000
"Macedonia","Mile Janakieski",774773200,"Stub",2070100
"Austria","Bruno Pittermann",774776251,"Stub",8615955
"Iran","Mohammad Mofatteh",774778123,"C",78483446
"Panama","Demetrio H. Brid",774786466,"Start",3980000
"Azerbaijan","Dadash Bunyadzade",774805114,"Stub",9651000
"Algeria","Mouloud Kacem Naît Belkacem",774806785,"Stub",39948000
"United States","Arthur W. Aleshire",774810780,"Stub",321234172
"Netherlands","Petronella Muns",774813690,"Stub",16942373
"Palestinian Territory","Yasser Abed Rabbo",774821388,"C",4481195
"Cyprus","Stavros Malas",774825830,"Stub",1153000
"Uganda","Kyabaggu of Buganda",774830237,"Start",40141000
"Uganda","Kiweewa of Buganda",774831268,"Start",40141000
"Philippines","Ingatun-Lukman Gumuntul Istarul",774832875,"Stub",102965300
"Namibia","Cornelius Thuhageni Njoba",774841020,"Stub",2482100
"China","Wang Xijue",774843935,"Stub",1371920000
"China","Xu Jie (politician, born 1955)",774845246,"Stub",1371920000
"Vietnam","Philippe Vannier",774847910,"C",91714080
"Russia","Anatoly Chernyaev",774854947,"Stub",144302000
"Ethiopia","Fikre Selassie Wogderess",774855271,"Start",98148000
"Monaco","Pierre Blanchy",774861661,"Stub",38088
"Fiji","Inoke Takiveikata (Vice-President)",774866807,"Stub",867000
"Australia","Harriet Shing",774868532,"Stub",23888000
"China","Hu Weide",774869490,"Start",1371920000
"China","Du Xigui",774869762,"Start",1371920000
"Netherlands","Cornelis van Aerssen van Sommelsdijck",774874170,"Stub",16942373
"Italy","Giovanni Palamara",774877990,"Stub",62466780
"Guatemala","Jorge Toriello Garrido",774879918,"Stub",16183752
"New Zealand","Harry Bedford (politician)",774889612,"Start",4598066
"India","Yashodhar Phanse",774896841,"Start",1314097616
"Australia","Edgar Hampton Warren",774900356,"Start",23888000
"New Zealand","Alexander Peebles",774903165,"Stub",4598066
"Poland","Józef Wielhorski",774913836,"Stub",38478001
"United Kingdom","Mike Kinsey",774915631,"Stub",65092000
"Jamaica","Florizel Glasspole",774933915,"Start",2727000
"Germany","Willy Hellpach",774935896,"Start",81132000
"Jamaica","Kenneth Blackburne",774938096,"Stub",2727000
"Bulgaria","Lyutvi Mestan",774947675,"Stub",7181000
"Panama","Nicolás Ardito Barletta Vallarino",774960736,"Start",3980000
"Russia","Yuri Zhukov (journalist)",774965358,"Stub",144302000
"Australia","David Storrer",774969432,"Start",23888000
"Australia","Ned Davis",774977793,"Stub",23888000
"Australia","John Travers (1867–1928)",774990079,"Start",23888000
"Bangladesh","Nasiruddin Ahmed Pintu",774992256,"Start",160411000
"Belgium","Alain Escada",774996349,"Stub",11211064
"Spain","Zenón de Somodevilla, 1st Marqués de la Ensenada",774997587,"Start",46368000
"Greece","Konstantinos Demertzis",775001025,"Stub",11520785
"Philippines","Tingting Cojuangco",775006147,"Start",102965300
"New Zealand","Cyril Hendry Croker",775011130,"Stub",4598066
"China","Qiu He",775035277,"Start",1371920000
"Tuvalu","Ielemia Ministry",775041174,"Start",11800
"India","Snehal Ambekar",775042583,"Stub",1314097616
"Lithuania","Viktoras Muntianas",775045122,"Stub",2911203
"Canada","Paul Delorey",775052908,"Start",35833000
"Israel","Haim Arlosoroff",775055838,"FA",8375384
"Sierra Leone","Mohamed A. Jalloh",775070752,"Stub",6502960
"Moldova","Ion Stăvilă",775071627,"Stub",4109000
"China","Li Weiwei (politician)",775073157,"Start",1371920000
"China","Ouyang Qin",775073838,"Stub",1371920000
"Slovenia","Katja Koren",775073864,"Start",2064000
"Ghana","Abrah Comfort Rosemond",775075820,"Stub",27672800
"Australia","Robyn Clarke",775076894,"Stub",23888000
"United Kingdom","Florence Eshalomi",775079274,"Stub",65092000
"Australia","Lisa O'Malley",775080153,"Stub",23888000
"Croatia","Željko Turk",775080683,"Stub",4215000
"Australia","Cassie Rowe",775081079,"Stub",23888000
"Australia","Jessica Shaw",775081371,"Stub",23888000
"Lebanon","Sami as-Solh",775085498,"Stub",6185000
"Lebanon","Nazem Akkari",775086029,"Start",6185000
"Lebanon","Rashid Karami",775086129,"C",6185000
"Lebanon","Shafik Wazzan",775086535,"Stub",6185000
"Russia","Alexander Potkin",775089096,"Stub",144302000
"Lebanon","Khayreddin al-Ahdab",775091937,"Stub",6185000
"South Africa","Pieter Johannes Potgieter",775092123,"Start",55041000
"Poland","Andrzej Frycz Modrzewski",775097114,"C",38478001
"Russia","Valentin Yumashev",775099450,"Start",144302000
"Qatar","Hajar Ahmed Hajar",775104127,"C",2394524
"Peru","Lourdes Flores",775105187,"Start",31151643
"Philippines","Gustavo Tambunting",775115945,"C",102965300
"Chile","Hernán Larraín",775116928,"Start",18025000
"Mexico","Gisela Mota Ocampo",775129935,"Start",127017000
"Brazil","Valdemar Costa Neto",775155367,"Stub",204519398
"China","Chen Guofu",775161570,"Stub",1371920000
"Uruguay","José Eugenio Ellauri",775168257,"Stub",3562000
"Russia","Santeri Nuorteva",775173268,"C",144302000
"Brazil","Ibrahim Abi-Ackel",775174119,"Stub",204519398
"Australia","John Cheek",775178204,"Stub",23888000
"United States","Roland Kotani",775182017,"Stub",321234172
"Australia","Peter Khalil",775184313,"Start",23888000
"Ghana","Maxwell Kofi Jumah",775185169,"Stub",27672800
"Australia","Walter Kingsmill",775187780,"Start",23888000
"New Zealand","Tony Brunt",775200226,"Start",4598066
"Chile","Julieta Campusano",775200420,"Stub",18025000
"Russia","Yuri Churbanov",775202773,"Start",144302000
"Dominican Republic","Roberto Salcedo Sr.",775210953,"Stub",10508000
"Pakistan","Shahid Hamid",775222050,"Stub",199047300
"Pakistan","Azeem Ahmed Tariq",775225816,"Stub",199047300
"Bolivia","María Luisa Ramos Urzagaste",775230550,"Stub",10475500
"Angola","Carolina Cerqueira",775242747,"C",2.5e+07
"Nigeria","Donald Duke",775247499,"Start",181839400
"Netherlands","Juliana of Stolberg",775251346,"Start",16942373
"Finland","Antti Kukkonen",775251439,"Stub",5476031
"Germany","Hugo Haase",775254127,"C",81132000
"Thailand","Somchai Khunpluem",775255030,"C",65121250
"Azerbaijan","Nasib Yusifbeyli",775264470,"Start",9651000
"Azerbaijan","Ali S. Hasanov",775268699,"Start",9651000
"Italy","Elisabetta Gardini",775270825,"Start",62466780
"Guatemala","Catarina Castor",775279792,"Stub",16183752
"Brazil","Moacir Feitosa",775280087,"Stub",204519398
"Libya","Mohammed Magariaf",775296202,"C",6317000
"Finland","Theodor Wegelius",775296373,"Stub",5476031
"Finland","Otto Stenroth",775296731,"Start",5476031
"Ethiopia","Shimelis Adugna",775296975,"Stub",98148000
"Philippines","Patricia Santo Tomas",775297022,"Start",102965300
"Philippines","Nieves Confesor",775297326,"C",102965300
"Finland","Rainer von Fieandt",775298612,"Stub",5476031
"Finland","Matti Louekoski",775302882,"Start",5476031
"New Zealand","Graeme Cairns",775321234,"Stub",4598066
"New Zealand","Angeline Greensill",775322760,"Start",4598066
"Iraq","Alaa Hussein Ali",775325009,"Stub",37056000
"Italy","Alessandro Zan",775336274,"Stub",62466780
"Lithuania","Nijolė Ambrazaitytė",775342407,"Stub",2911203
"Australia","William O'Connell (politician)",775350796,"Start",23888000
"Australia","Matthew Battersby",775355022,"Start",23888000
"Iran","Hamidreza Fouladgar",775356494,"Stub",78483446
"Brazil","José Marcelino Pessoa de Vasconcellos",775358826,"Stub",204519398
"Korea, South","Kim Wan-su",775363256,"Stub",50713867
"Iran","Kazem Rajavi",775366483,"Start",78483446
"Australia","James Hague",775368667,"Stub",23888000
"Slovenia","Mária Pozsonec",775368951,"Start",2064000
"Guinea","El Hadj Ismael Mohamed Gassim Gushein",775402682,"Stub",10985600
"Philippines","Manuel Earnshaw",775406154,"Start",102965300
"Dominican Republic","Desiderio Arias",775411874,"Stub",10508000
"Australia","Moses Gabb",775426660,"GA",23888000
"Mexico","Irma Elizondo Ramírez",775441622,"Stub",127017000
"India","Abdul Ghani Malik (politician)",775457351,"Stub",1314097616
"Philippines","Pax Mangudadatu",775459624,"Stub",102965300
"Greece","Callistratus of Aphidnae",775468703,"Start",11520785
"Kenya","Isaac Mulatya Muoki",775476334,"Stub",44306000
"Ghana","Isaac Nii Djanmah Vanderpuye",775476929,"Stub",27672800
"Mali","Sadio Gassama",775479288,"Start",16749000
"Mali","Tiéfing Konaté",775481602,"Stub",16749000
"Tuvalu","Isaia Italeli",775484475,"Start",11800
"Nigeria","Magaji Muhammed",775487584,"Start",181839400
"France","Catherine Picard",775488052,"Stub",64346720
"Bangladesh","Yafes Osman",775490422,"Start",160411000
"Mali","Soumana Makadji",775493037,"Stub",16749000
"China","Zhang Wenkang",775493476,"Stub",1371920000
"China","Chen Shiju",775494757,"Stub",1371920000
"New Zealand","Francis Hull",775512937,"Stub",4598066
"Australia","Dorothy Pratt",775515825,"Stub",23888000
"Australia","Ken Turner (politician)",775515964,"Stub",23888000
"New Zealand","Thomas Luther Shepherd",775516216,"Stub",4598066
"Pakistan","Riaz Mohammad Khan",775519786,"Start",199047300
"Pakistan","Riaz Khokhar",775519858,"Stub",199047300
"Uganda","Ismael Orot",775522497,"Stub",40141000
"Albania","Ismail Hoxha",775523322,"Stub",2892000
"Somalia","Ismail Qasim Naji",775523758,"Start",11123000
"Afghanistan","Ismail Qasim Yar",775523762,"Stub",32247000
"Myanmar","Phone Zaw Han",775525012,"Stub",52147000
"United States","Edward Dexter Holbrook",775528400,"Stub",321234172
"Palestinian Territory","Isra al-Modallal",775535912,"Start",4481195
"Austria","Eleonora Hiltl",775537796,"Stub",8615955
"Finland","Kaarlo Castrén",775541374,"Start",5476031
"Syria","Issam al-Attar",775558271,"Start",17065000
"Togo","Issifou Okoulou-Kantchati",775559429,"Start",7231000
"United States","Robert Potter (U.S. politician)",775561860,"Start",321234172
"Korea, North","Template:NKFMs",775573635,"Stub",24983000
"Ireland","Frankie Gallagher",775575027,"Start",4630308
"Argentina","Nicolás Dujovne",775594276,"Start",42426000
"Italy","Vittorio Cecchi Gori",775595267,"Stub",62466780
"Finland","Rainer Lemström",775596273,"Stub",5476031
"Switzerland","Adolf Germann",775597386,"Stub",8292851
"Switzerland","Alfred von Planta",775597935,"Stub",8292851
"South Africa","Gideon Brand van Zyl",775598746,"Start",55041000
"Switzerland","Andrea Bezzola",775599340,"Stub",8292851
"United States","James Blair (South Carolina)",775607049,"Start",321234172
"Peru","Luis Bedoya Reyes",775608592,"Stub",31151643
"United States","Goelet family",775611464,"C",321234172
"Russia","Ivan Besedin",775617280,"Stub",144302000
"United Kingdom","Walter Coutts",775622157,"Stub",65092000
"United States","Thomas Haughey",775622366,"Start",321234172
"Croatia","Ivan Kuret",775624588,"Stub",4215000
"India","Bosiram Siram",775631159,"Stub",1314097616
"India","Tangor Tapak",775631187,"Start",1314097616
"Papua New Guinea","Members of the National Parliament of Papua New Guinea, 1987–1992",775632712,"Start",7744600
"United States","John M. Pinckney",775633638,"Start",321234172
"United States","Robert Adams Jr.",775633737,"Start",321234172
"India","Santiuse Kujur",775636636,"Start",1314097616
"Australia","Nathaniel Levi",775643831,"Stub",23888000
"Nepal","Shashi Shrestha",775644962,"Stub",28039000
"China","Ortai",775648331,"Start",1371920000
"Papua New Guinea","Members of the House of Assembly of Papua and New Guinea, 1968–1972",775656776,"Start",7744600
"New Zealand","William Stewart (politician)",775658507,"Stub",4598066
"United Kingdom","Sophie Linden",775665955,"Start",65092000
"United States","Samuel Austin Kendall",775677313,"Start",321234172
"Indonesia","Muhammad Zainul Majdi",775678499,"Stub",255741973
"Syria","Hadad-yith'i",775687661,"Start",17065000
"Philippines","Oscar Gozos",775688290,"Start",102965300
"Australia","Francis Bernard Keogh",775688340,"Start",23888000
"Philippines","Lorna Silverio",775688359,"Stub",102965300
"Iceland","Jón Magnússon (politician)",775688533,"Stub",330828
"Philippines","Tecla San Andres Ziga",775688645,"Start",102965300
"Brazil","Mario Pinotti",775690095,"C",204519398
"Nepal","Sunil Bahadur Thapa",775696067,"Stub",28039000
"United Kingdom","George Foxcroft",775697157,"Stub",65092000
"Lebanon","Mirna Murr",775704653,"Stub",6185000
"Nigeria","Henry Okon Archibong",775705253,"Stub",181839400
"Saudi Arabia","Abdul-Aziz bin Muhammad",775716480,"Start",31565109
"Saudi Arabia","Saleh bin Abdul-Aziz Al ash-Sheikh",775718691,"Start",31565109
"China","Shi Chonggui",775758252,"B",1371920000
"New Zealand","Walter Lee (New Zealand politician)",775764762,"Stub",4598066
"Jamaica","Horace Chang",775765998,"Stub",2727000
"Australia","Jack Simpson (politician)",775766814,"Stub",23888000
"India","Mir Laiq Ali Khan, Salar Jung II",775774630,"Stub",1314097616
"Slovakia","Jozef Hrdlička",775776870,"Stub",5424051
"New Zealand","Scobie Mackenzie",775782785,"Start",4598066
"Solomon Islands","Jackson Fiulaua",775787277,"Start",641900
"Canada","Jackson Lafferty",775788320,"Start",35833000
"Argentina","Ricardo del Val",775793994,"Stub",42426000
"Taiwan","Toshiko Hamayotsu",775794931,"Stub",23468000
"Ireland","Theobald Taaffe, 1st Earl of Carlingford",775807378,"Start",4630308
"Australia","John Devine (Australian rules footballer)",775816502,"Start",23888000
"France","Jacques Michaut",775817422,"Stub",64346720
"Australia","Jacqui Burke",775820650,"Stub",23888000
"Belgium","Mahinur Ozdemir",775823600,"Start",11211064
"France","Armand Charles Emmanuel Guignard, comte de Saint-Priest",775827839,"Stub",64346720
"Moldova","Anatolie Urecheanu",775828461,"Stub",4109000
"Korea, South","An Bangjun",775830671,"Start",50713867
"Australia","William Walker (New South Wales colonial politician)",775836753,"Start",23888000
"Australia","John Walsh (Australian politician)",775836835,"Start",23888000
"Iran","Rahman Dadman",775837421,"Stub",78483446
"Japan","Makiko Fujino",775837778,"Stub",126866820
"Nepal","Jagya Bahadur Shahi",775838403,"Stub",28039000
"Korea, South","Sanggung",775843758,"Start",50713867
"Israel","Zeev Boker",775844701,"Stub",8375384
"France","Michel Maurice-Bokanowski",775846789,"C",64346720
"Ecuador","Jaime Galarza Zavala",775847841,"Stub",16279000
"Dominican Republic","Carolina Mejía de Garrigó",775866236,"Stub",10508000
"Iran","Farhang Mehr",775876914,"C",78483446
"Germany","Eduard Puricelli",775882013,"Stub",81132000
"Poland","Małgorzata Niezabitowska",775888632,"Stub",38478001
"Brazil","Telmário Mota",775894486,"Stub",204519398
"Palestinian Territory","Jamal Abu Samhadana",775898615,"C",4481195
"Iran","Hashem Bathaie Golpayenagi",775899063,"Stub",78483446
"Argentina","Horacio Usandizaga",775905394,"Start",42426000
"New Zealand","Alexander Stuart (New Zealand politician)",775918012,"Stub",4598066
"Mongolia","Ochirbatyn Dashbalbar",775924658,"Start",3029335
"Korea, South","Sim Euigyeom",775928483,"Stub",50713867
"Korea, South","Gim Ikhun",775931704,"Start",50713867
"Bulgaria","Tatyana Doncheva",775932464,"Start",7181000
"Korea, South","Gim Seokju",775933820,"Stub",50713867
"Zimbabwe","James Chikerema",775935799,"C",17354000
"Korea, South","Song Ikpil",775938263,"Stub",50713867
"Australia","James Curley (Australian politician)",775941480,"Stub",23888000
"Denmark","Søren Pape Poulsen",775942803,"Start",5676025
"Lithuania","Jakub Wygodzki",775942888,"C",2911203
"Taiwan","Wu Shih-wen",775942894,"Stub",23468000
"Tonga","Laufitu",775943115,"Stub",103300
"Brazil","Elmano Férrer",775950604,"Stub",204519398
"Australia","James Ellis (Australian politician)",775951833,"Stub",23888000
"Australia","James Fitzgerald Murray",775955106,"Stub",23888000
"Australia","James Gannon (politician)",775959753,"Stub",23888000
"Australia","James Giles (politician)",775960843,"Stub",23888000
"Afghanistan","Sima Samar",775966269,"C",32247000
"Australia","James Henry Young",775969337,"Start",23888000
"Pakistan","Zamarud Khan",775970259,"Stub",199047300
"Taiwan","Chiu Chuang-huan",775971139,"Stub",23468000
"Thailand","Yollada Suanyot",775974170,"Start",65121250
"Spain","Eduardo O'Gorman",775974956,"Start",46368000
"Kenya","James Kwanya Rege",775978319,"Stub",44306000
"Japan","Kingoro Hashimoto",775978813,"Start",126866820
"Philippines","Virgilio de los Reyes",775982002,"Start",102965300
"Kenya","James Maina Kamau",775985333,"Stub",44306000
"Australia","James McInerney (politician)",775988338,"Stub",23888000
"Australia","James Mitchell (New South Wales politician)",775990403,"Stub",23888000
"Australia","Murray Thompson",775990965,"C",23888000
"Albania","Ali Këlcyra",775992309,"Start",2892000
"Australia","James Murphy (New South Wales politician)",775992923,"Stub",23888000
"Ecuador","Aurelio Mosquera",775993365,"Start",16279000
"Uganda","James Obita",775995921,"Stub",40141000
"Kenya","James Omingo Magara",775996384,"Start",44306000
"Kenya","James Ondicho Gesami",775996403,"Stub",44306000
"Jamaica","James Robertson (Jamaican politician)",776006357,"Stub",2727000
"Australia","James Robinson (Australian politician)",776006484,"Stub",23888000
"Indonesia","Siauw Giok Tjhan",776006765,"Stub",255741973
"New Zealand","James Samuel Dickson",776009508,"Start",4598066
"New Zealand","Thomas Beckham",776009563,"Stub",4598066
"Fiji","James Shri Krishna",776011875,"Stub",867000
"Norway","Louise of Mecklenburg-Güstrow",776015999,"C",5194411
"Australia","James Taylor (New South Wales politician)",776019932,"Stub",23888000
"Solomon Islands","James Tora",776022893,"Start",641900
"Korea, South","Han Song-ryol",776025649,"Stub",50713867
"Spain","Joaquín Chapaprieta",776027108,"Start",46368000
"Spain","Ricardo Samper",776027115,"Start",46368000
"Spain","Manuel Allendesalazar y Muñoz de Salazar",776027472,"Stub",46368000
"Spain","Francisco Silvela",776027694,"Start",46368000
"Spain","José Posada Herrera",776027717,"Stub",46368000
"Australia","James Walker (New South Wales politician)",776028502,"Stub",23888000
"Vanuatu","James Wango",776029154,"Start",277500
"Australia","James Webb (Australian politician)",776030397,"Stub",23888000
